"人气排序","小说名称","作者","小说类型","总点击数","会员周点击数","总字数","评论数","评分","小说性质","写作进程","授权状态","更新时间","内容简介"
933,"神奇宝贝叫做阿龙的训练家","神之阿龙","二次元小说",5827768,109,4632063,7770,9,"VIP作品","情节展开","专属作品","2016/10/16 17:27","　　他，本不属于这个世界，因为机缘巧合，来到了这里，打乱了这个世界本来该有的顺序
???     他，伙伴有很多，火焰鸡，超梦，洛奇亚，还有很多，手下强手如云
???     他，虽然很阳光，但是却非常的腼腆，总是无法很好的面对自己的感情
???     他，朋友有很多，对手也有很多，还有着一个无论如何也一定要打倒的人
???     他，有华丽的胜利，也有不甘心的失败，世间善恶也是有所了解
???     他，在旅行之中，慢慢知道了自己能做什么，该做什么，也是在无尽的强者之路上，越走越远"
934,"斩赤红之瞳同人","强袭乌鸦","二次元小说",172706,9,697027,1239,10,"VIP作品","已经完本","专属作品","2016/4/27 23:27","　　对于职业杀手来说，这个世界上并没有什么正义或者邪恶，杀手们刺杀自己的目标仅仅只是出于自己的需要，因此就算是再冠冕堂皇的修辞也无法掩饰杀人本身的罪恶！
???     然而这份罪恶却并不是随便哪个人可以仲裁的......
???     杀了人的人是有罪的，但是这份罪孽只有老天才有权制裁，而当那一天到来的时候，杀人者要做的仅仅只是平静的接受它就好了......
???     克拉克是为了钱而去杀人的职业杀手，对此他不会伪善的解释什么，所以他也是众多等待接受最后审判的杀手中并不算特殊的一位......
???     _______________________________________________________________________
???     不才，区区在下还有一本斩妹的同人——《斩赤红天堂》同样在连载中，这边等不及的朋友可以先去看看那边，同样的角色风格迥异的故事"
935,"韩娱之皇冠时代","逅情部长","都市小说",105761,7,971368,1981,9.9,"公众作品","已经完本","Ａ级签约","2015/9/24 12:02","　　抒情版：欲戴皇冠，必承其重。
???     纪然，一个为了活下去而奔波的普通人。
???     这是一个为了改变而谱写的故事，仅仅只想写出我心中的那个梦！
???     现实版：这是一个为了活下去，然后接近妹子，接着发现这些妹子居然这么可爱。
???     于是纪然便做出了决定，他要把这些妹子全都带回家，快乐性福的生活下去。
???"
936,"某死骑的位面监察员","天国的节操君","科幻小说",201000,36,1379964,2364,10,"公众作品","新书上传","潜力签约","2016/5/15 23:59","　　“老板，我请求休假”???     “闭嘴”一个被称为盖亚的萝莉一脚踩在了秋尘身上???     “我到河北省来，可不是看你请假的，穿越世界好棒好棒的，你个渣渣，快去工作！”???     “可是老板，我的假期是在三百万年之后啊，我要求提前休假！”???     如你所见，这是一个被盖亚抓苦力的少年穿越位面打工，逐渐成长，顺便把世界变得更有爱的故事
???     (刚开始写的可能不太好，表在意)"
937,"二次元公寓","永远的乔帮主","都市小说",237519,0,759019,1203,10,"公众作品","已经完本","Ａ级签约","2015/4/8 9:26","　　2014年的某一天，大学即将毕业的王晨刚刚接到了一个电话，电话邀请他成为一栋公寓的管理员。打电话的人自称时空管理局，而这栋公寓的住户，是路飞、鸣人、悟空。

???     从此，王晨拥有了一个与众不同的人生。

???     路飞：王晨，我要吃肉，我要吃你们这个世界最好吃的肉。

???     王晨：没问题，街头那家五十块钱管你吃饱的自助烤肉，路飞有时间咱们去一趟。

???     鸣人：拉面，王晨你们这的拉面好吃吗？

???     王晨：兰州拉面应该不错，不知道和你们一乐拉面谁好吃一点。

???     孙悟空：王晨，我要找你们这里最强的人挑战！

???     王晨：好的，我们这有一个叫蓝翔的地方，里面的人听说都蛮强的。

???     除了他们以外，还有娜美、女帝、罗宾、雏田等等。和她们住在一起，王晨表示亚历山大。"
938,"重生之我是歌王","东风西畔","职场小说",253381,263,1348567,1758,10,"公众作品","连载中","Ａ级签约","2016/10/22 22:58","　　他用歌声改变生活，
???     他用歌声改变命运，
???     他用歌声追求所爱，
???     他用歌声创造奇迹，
???     他用歌声征服世界。
???     他叫李悠扬，
???     他重生在另一个世界，
???     他是音乐史上的传奇，
???     他是这个世界的歌王！"
939,"绝顶唐门","果味喵","游戏小说",1714822,166,4321009,18403,9.8,"公众作品","已经完本","Ａ级签约","2014/12/31 22:09","　　一块键盘，一只鼠标，绝顶高手，玩转唐门！
???     副本、PK、擂台、天梯、宋金战场、门派战、领土战、跨服战、职业联赛……
???     激情元素，应有尽有！
???     中国风游戏背景，纯粹的键盘鼠标操作流网游，尽在《绝顶唐门》！！
???     ————————————
???     新书《九星》已上传！点击“果味喵”作者名，或者书页下方推荐力作可达！
???     新书搜索不便，请一定尽快加入书架，以免下次搜索不到！爱你们，么么哒~"
940,"烈明","睿士","历史小说",277741,82,1558712,2452,10,"公众作品","已经完本","Ａ级签约","2015/12/11 17:01","　　“天子守国门，君王死社稷！”这是大明皇室用生命践行的誓言。

???     即便是身为藩王庶子的朱平安，血管中同样流淌着来自于太祖高皇帝一脉相传的烈性和骄傲。

???     崇祯十年，一朝穿越，便肩负起光复大明的重担。战凤阳、定两淮、征齐鲁、伐辽东、直捣黄龙、定鼎天下。

???     冲冠一怒为红颜，跃马横刀复河山。

???     以我火，烈大明，重新书写一段酣畅淋漓的英雄史诗！

???"
941,"万岁约阿希姆","天空之承","历史小说",119780,182,3052302,935,9.4,"公众作品","连载中","签约作品","2016/10/23 12:00","　　他，有着酷似布拉德-皮特的英俊五官和不逊于哈里王子的显赫出身，集顶级舰艇设计师、大型船舶企业CEO、工业家协会荣誉主席、青年海军将领、幕后政治家等多重身份于一体，以无与伦比的魅力成为无数人崇拜的偶像。???     ——这不是明星广告，也不是征婚炫富贴，更无惧人肉搜索。因为他穿越到了一百多年前的德意志，用睿智、洞察、勤奋和执着打拼出属于自己的一片天地。狂爆英国大舰队，开创两栖登陆流，经略欧洲小岛国，以超凡的胆识和魄力一步步登上人生的最高峰，带着拯救者的神圣光环聆听万众欢呼：万岁，约阿希姆！"
942,"武侠仙侠穿越系统","六虚剑魂","游戏小说",462591,34,914347,2262,0,"VIP作品","已经完本","专属作品","2015/10/27 22:06","　　杨过：我的第一个师娘姓龙

???     段誉：原来真正的神仙姐姐不是语嫣，而是成了二嫂

???     寇仲：陵少，咱们的师娘有多少？徐子陵：不知道还会不会增加？

???     第二梦：为什么那样对我？某人：抱歉，因为你长得太像我夫人了

???     徐长卿：感觉不会再爱了

???     刘晋元：彩依？那是谁？

???     柳波波：贤婿，再来一杯

???     林天南：贤婿，你是入赘呢？入赘呢？还是入赘呢？

???"
943,"重生之娱乐天王","有点心乱","职场小说",290581,266,4040666,3388,9.7,"公众作品","连载中","签约作品","2016/10/19 23:13","　　三流歌手龙套杨铭重生异界地球，靠着前世_丝记忆，唱唱歌，拍拍戏，写写小说，踩踩天才,装装逼。???     数娱乐风流人物，还看今朝！???     当杨铭横扫国内一切纪录，然后一路向西，剑指欧美！???     看我天王在世，铸造传奇人生。"
944,"三国之异世锋芒","流年居客","玄幻小说",248971,5,436511,1259,8.8,"公众作品","新书上传","Ａ级签约","2015/7/19 23:36","　　这是一个属于骑士的世界，这是一片属于灵士的星空！

???     然后有一天，云秀来了，带着召唤三国最顶级谋臣与武将的能力！

???     从此，一吕二赵三典，踏碎无尽大陆，令无数骑士在铁蹄之下颤抖跪伏！

???     从此，诸葛郭嘉贾诩，遨游星空天地，使漫天星士在神威之下望风而逃！

???     －－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－

???     骑士等级：骑士大骑士人雄骑士大地骑士天空骑士星辰骑士圣骑士神骑士

???     灵士等级：灵士灵师人灵士地灵士天灵士星灵士圣灵士神灵士"
945,"重生科技狂人","杰奏","都市小说",338635,342,3018084,6590,9.6,"公众作品","精彩纷呈","Ａ级签约","2016/10/22 23:56","　　一架飞机的失事，让大批参加某个着名论坛的各位精英陨落，他们的记忆被瞬间爆发的巨大能量压缩至一个极点，随着一名IT工程师的残缺灵魂，穿越到了平行时空的1979年旧金山。
???     睁眼看世界，一代歌后正在躲避护照风波处于人生低谷等着自己乘虚而入，苹果电脑即将上市诞生亿万富翁如何才能跻身其中……这可真是一个大展身手的时代！
???     发展高科技，称霸美国硅谷；收购好莱坞，弘扬中华文化；整合港台娱乐，品味时代之花。男人大丈夫，当如是也！
???     如果“着名”还不能正确修改成“着名”，我要考虑投诉了。"
946,"韩娱的天空","蓝s天空","职场小说",95793,7,623439,745,10,"公众作品","新书上传","Ａ级签约","2015/7/3 23:42","　　左牵少时，右擎皇冠，锦帽貂裘，单骑闯开闭。

???"
947,"吉翁军特殊武装部队之回归","蓝色目光","二次元小说",657663,47,621484,2342,9.5,"VIP作品","新书上传","专属作品","2015/12/25 23:33","　　重投同人，还是高达，希望大家能够重新支持我。
???     为什么吉翁军会败，为什么阿布萨拉斯没有能够成为一代名机，问题很多，但是主角的崛起是否能够改变这个历史……
???     拭目以待
???     QQ群号：9210798蓝色小筑加吧！
???"
948,"追毒","唐小豪","灵异小说",309831,13,3612608,3170,9.8,"公众作品","已经完本","Ａ级签约","2015/3/10 18:19","　　★古语云：湘西赶尸，川西开棺，晋西风水。

???     ★“敬药金为尊，立八方为神”，这是现代赶尸匠门下两派“药金”与“八方”的门徒格言——神秘的新型毒品，新生的神秘组织，散落世界各地的远古人类的圣物，还有隐藏在金三角地下的神秘王国“尚都”！

???     ★唐小豪《异文化三部曲》之二，《午夜开棺人》同世界背景延续下的二部曲，作者已有多本完本小说，从未断更！保质保量！人品保证！"
949,"九零后的无限","五道六桥","科幻小说",154333,37,912913,2597,0,"VIP作品","情节展开","专属作品","2015/10/9 22:10","　　穿，穿，穿。让我们穿越吧"
950,"穿越1640","铅山汤粉小小人","历史小说",129124,13,1406248,1409,10,"公众作品","已经完本","Ａ级签约","2016/3/31 18:57","　　一艘21世纪的游轮载着543人前往西沙观光，途中因为一场迷雾意外穿越到了1640年澳洲，他们该如何生存下去。???     新书：时空之门1640"
951,"东方好莱坞","一品黄山","职场小说",78696,34,2288868,291,9.2,"公众作品","连载中","签约作品","2016/1/25 16:01","　　重回1988年，林孝智拍电影，做大片，做院商，成为电影大亨，打造东方好莱坞。美女想要成为大明星，嘿嘿，赶紧投怀送抱吧！???     读者群：289530025，欢迎一起讨论剧情。作者每天都在群里出没……"
